date,incident_id,governorate,district,area,target,main_category,sub_category,min_air_raids,max_air_raids,civilian_casualties,fatalities,woman_fatalities,child_fatalities,injured,woman_injured,child_injured,confirmed_time,time_of_day
2016-08-08,8227,Amran,amran,The City,310th Armoured Brigade,military_security_target,military site,1,6.0,0,0,0,0,0,0,0.0,22,night
2016-08-08,8228,Hudaydah,al-mina,-,Al-Hudaydah Port,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,21,night
2016-08-08,8229,Hudaydah,al-mina,-,Air Defence Military Camp,military_security_target,military site,1,3.0,0,0,0,0,0,0,0.0,21,night
2016-08-08,8230,Hudaydah,al-hali,60 Road,PSO,military_security_target,military site,1,3.0,0,0,0,0,0,0,0.0,21,night
2016-08-08,8231,Jawf,al-maslub,Al-Saqiyah,Pro-Houthi Military Vehicle,military_security_target,moving target (weapons/fighters),1,2.0,0,0,0,0,0,0,0.0,21,night
2016-08-08,8232,Lahj,yafa'a,Al-Ar mountain,AQAP groups,military_security_target,forces,1,4.0,0,0,0,0,0,0,0.0,Unknown,morning
2016-08-08,8233,Saada,shada'a,Al-Mabrak,Residential Area,civilian,residential area,1,2.0,0,0,0,0,0,0,0.0,9,morning
2016-08-08,8234,Saada,baqim,Al-Alzammah,Unknown,unknown,unknown,1,4.0,0,0,0,0,0,0,0.0,18,night
2016-08-08,8235,Saada,kitaf wa al-boqe'e,Al-Kharashib,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,17,afternoon
2016-08-08,8236,Saada,baqim,Mandabah,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,17,afternoon
2016-08-08,8237,Saada,haydan,Al-Shalfah,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,18,night
2016-08-08,8238,Saada,haydan,Marran,Main Road,infrastructure,transport,1,1.0,0,0,0,0,0,0,0.0,18,night
2016-08-08,8239,Taiz,hayfan,Al-Hitari mountain,Weapons Storage,military_security_target,weapon storage,1,2.0,0,0,0,0,0,0,0.0,14,afternoon
2016-08-08,8240,Taiz,samea,-,Al-Najah school,educational_facility,school,1,1.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-08-08,8241,Taiz,al-mukha,-,Old Veterinary Quarry,medical_facility,medical centres,1,4.0,0,0,0,0,0,0,0.0,17,afternoon
2016-08-08,8242,Taiz,al-mukha,Yakhtol,Residential Area,civilian,residential area,1,1.0,0,0,0,0,0,0,0.0,17,afternoon
2016-08-08,8243,Taiz,al-mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),military_security_target,military site,1,14.0,0,0,0,0,0,0,0.0,17,afternoon
2016-08-08,8244,Taiz,al-taiziyah,Al-Janad,22nd Armoured Brigade,military_security_target,military site,1,5.0,0,0,0,0,0,0,0.0,19,night
2016-08-08,8245,Taiz,mawza,Al-Hamili,Al-Hamili school,educational_facility,school,1,1.0,0,0,0,0,0,0,0.0,19,night
2016-08-08,8246,Taiz,mawza,Al-Hamili,Bridge,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,19,night
2016-08-08,8247,Taiz,mawza,Wirzan,Unknown,unknown,unknown,1,4.0,0,0,0,0,0,0,0.0,19,night
2016-08-08,8248,Taiz,al-taiziyah,-,Taiz Airport,infrastructure,transport,1,3.0,0,0,0,0,0,0,0.0,20,night
2016-08-08,8249,Taiz,dhubab,Al-Omary,Al-Omary Military Camp,military_security_target,military site,1,7.0,0,0,0,0,0,0,0.0,21,night
2016-09-08,8250,Sanaa,al-sab'ein,Al-Nahdain,Al-Nahdain Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,8,morning
2016-09-08,8251,Sanaa,al-sab'ein,Al-Nahdain,Presidential Palace,military_security_target,military site,1,1.0,0,0,0,0,0,0,0.0,8,morning
2016-09-08,8252,Sanaa,al-sab'ein,Noqom mountain,Al-Hafa Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,8,morning
2016-09-08,8253,Sanaa,al-thawrah,Al-Hasabah,Maintenance Military Unit,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,9,morning
2016-09-08,8254,Sanaa,al-thawrah,Al-Nahdhah,Former 1st Armoured Division,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,9,morning
2016-09-08,8255,Sanaa,al-thawrah,Sawfan,Al-Aqil Potato Chip Factory,economic_infrastructure,private business,1,1.0,23,10,3,0,13,0,0.0,9,morning
2016-09-08,8256,Sanaa,arhab,Al-Farijah,62nd Mechanized Infantry Brigade,military_security_target,military site,1,5.0,0,0,0,0,0,0,0.0,10,afternoon
2016-09-08,8257,Sanaa,sanhan,Qa'a Al-Tikhraf,Unknown,unknown,unknown,1,4.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-09-08,8258,Sanaa,sanhan,-,Community Faculty,educational_facility,institute,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-09-08,8259,Sanaa,bani hushaysh,Al-Kahdhm mountain ,Telecommunications Towers,infrastructure,communication,1,1.0,0,0,0,0,0,0,0.0,12,afternoon
2016-09-08,8260,Sanaa,bani matar,Al-Sobahah,Special Forces Military Camp,military_security_target,military site,1,4.0,0,0,0,0,0,0,0.0,12,afternoon
2016-09-08,8261,Sanaa,attyal,Al-Orqoub,Al-Orqoub Military Camp,military_security_target,military site,1,5.0,0,0,0,0,0,0,0.0,12,afternoon
2016-09-08,8262,Sanaa,bilad al-rus,Naqil Yasluh,Sana'a - Dhamar Road,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-09-08,8263,Amran,khamir,Al-Sanatain,Pro-Houthi Checkpoint,military_security_target,checkpoints,1,3.0,0,0,0,0,0,0,0.0,2,morning
2016-09-08,8264,Amran,khamir,Al-Sanatain,Building,civilian,residential area,1,3.0,0,0,0,0,0,0,0.0,2,morning
2016-09-08,8265,Amran,amran,The City,Abdullah Qasem Al-Makhidhi house,civilian,residential area,1,2.0,0,0,0,0,0,0,0.0,10,afternoon
2016-09-08,8266,Amran,amran,The City,Local Council,infrastructure,gov. compounds,1,2.0,0,0,0,0,0,0,0.0,10,afternoon
2016-09-08,8267,Amran,harf sufyan,Al-Hamra'a hill,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,10,afternoon
2016-09-08,8268,Amran,khamir,-,Educational Office,infrastructure,gov. compounds,1,2.0,0,0,0,0,0,0,0.0,10,afternoon
2016-09-08,8269,Amran,khamir,Al-Jiraf,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,10,afternoon
2016-09-08,8270,Hajja,kushar,Mandalah,Residential Area,civilian,residential area,1,2.0,3,3,0,0,0,0,0.0,10,afternoon
2016-09-08,8271,Hajja,harad,-,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2016-09-08,8272,Hajja,midi,-,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2016-09-08,8273,Hajja,abs,Al-Khadeesh,Shaw'ie Harbi house,civilian,residential area,1,1.0,3,0,0,0,3,0,1.0,Unknown,unknown
2016-09-08,8274,Hajja,hayran,-,Al-Zindani Farm,economic_infrastructure,farms,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2016-09-08,8275,Hajja,mustaba,-,Telecommunications Towers,infrastructure,communication,1,2.0,0,0,0,0,0,0,0.0,19,night
2016-09-08,8276,Hajja,abs,Shaqr,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,19,night
2016-09-08,8277,Hudaydah,al-hali,-,Al-Sham Checkpoint,military_security_target,checkpoints,1,1.0,0,0,0,0,0,0,0.0,23,night
2016-09-08,8278,Hudaydah,al-salif,Sea port area,Air Defence Military Camp,military_security_target,military site,1,1.0,0,0,0,0,0,0,0.0,23,night
2016-09-08,8279,Ibb,ibb,Shiban,SSF Camp,military_security_target,military site,1,1.0,0,0,0,0,0,0,0.0,1,morning
2016-09-08,8280,Ibb,al-sabrah,Maytam,30th Armoured Brigade (Al-Hamzah Military Camp),military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,1,morning
2016-09-08,8281,Ibb,ibb,Harathah,Bin Laden Resort,infrastructure,parks/resorts,1,2.0,0,0,0,0,0,0,0.0,2,morning
2016-09-08,8282,Ibb,ibb,Harathah,House (reportedly belonging to security director Mohammed Al-Shami),political_tribal,figure,1,2.0,0,0,0,0,0,0,0.0,2,morning
2016-09-08,8283,Ibb,ibb,Al-Sohol,Abo Holaiqah Fuel Station,economic_infrastructure,oil & gas,1,1.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-09-08,8284,Ibb,al-sabrah,"Qa'a Al-Jamie, Naqil Al-Khashabah",Unknown,unknown,unknown,1,10.0,18,3,0,0,15,0,0.0,Unknown,afternoon
2016-09-08,8285,Marib,sirwah,Haylan mountain,Pro-Houthi forces,military_security_target,forces,1,3.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-09-08,8286,Saada,majz,-,Civilians' houses,civilian,residential area,1,2.0,0,0,0,0,0,0,0.0,10,afternoon
2016-09-08,8287,Saada,sa'ada,The City,Residential Area,civilian,residential area,1,6.0,0,0,0,0,0,0,0.0,10,afternoon
2016-09-08,8288,Saada,qatabir,-,Civilians' houses,civilian,residential area,1,2.0,8,6,0,0,2,2,0.0,Unknown,afternoon
2016-09-08,8289,Saada,sihar,-,Al-Sonbolah Association,economic_infrastructure,food (storage/transportation),1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-09-08,8290,Saada,sihar,Al-Anad,Plant Nursery,economic_infrastructure,farms,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-09-08,8291,Saada,sihar,Qahrah Al-Nus,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-09-08,8292,Saada,baqim,Al-Alhamaqi,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-09-08,8293,Taiz,al-taiziyah,Al-Janad,22nd Armoured Brigade,military_security_target,military site,1,10.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-09-08,8294,Taiz,al-taiziyah,-,Taiz Airport,infrastructure,transport,1,10.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-09-08,8295,Taiz,al-taiziyah,Al-Dhakrah junction,Checkpoints,military_security_target,checkpoints,1,10.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-09-08,8296,Taiz,al-wazi'iyah,Hinnah,Civilian's Vehicle,civilian,vehicle/bus,1,1.0,16,11,0,4,5,0,0.0,Unknown,afternoon
2016-09-08,8297,Taiz,mawiyah,Awman mountain,Pro-Houthi site,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-09-08,8298,Taiz,salah,Al-Hawban,Tawfeeq Abdulraheem Fuel Station,economic_infrastructure,oil & gas,1,1.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-09-08,8299,Taiz,salah,-,Al-Edha'ah Military Camp,military_security_target,military site,1,7.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-09-08,8300,Taiz,salah,Al-Hawban,Mosque,civilian,mosque,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-09-08,8301,Taiz,mawiyah,Al-Dhohrah,Stones Crushers,economic_infrastructure,private business,1,1.0,2,1,0,0,1,0,0.0,Unknown,night
2016-10-08,8302,Sanaa,al-sab'ein,Al-Nahdain,Al-Nahdain Military Camp,military_security_target,military site,1,1.0,0,0,0,0,0,0,0.0,20,night
2016-10-08,8303,Sanaa,nihm,Yam mountain,Pro-Houthi forces,military_security_target,forces,1,3.0,0,0,0,0,0,0,0.0,Unknown,morning
2016-10-08,8304,Sanaa,nihm,"Milh, Buran, Maswarah",Pro-Houthi forces,military_security_target,forces,1,50.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-10-08,8305,Sanaa,nihm,Al-Rawzah,Civilian's Vehicle,civilian,vehicle/bus,1,1.0,3,3,0,2,0,0,0.0,16,afternoon
2016-10-08,8306,Sanaa,bani matar,Faj Attan,Missiles Brigade Camp,military_security_target,military site,1,1.0,0,0,0,0,0,0,0.0,20,night
2016-10-08,8307,Amran,harf sufyan,Al-Mdarij,Bridge,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-10-08,8308,Dhamar,jahran,Mabar,YEC storage unit,economic_infrastructure,food (storage/transportation),1,3.0,2,0,0,0,2,0,0.0,Unknown,afternoon
2016-10-08,8309,Dhamar,dhawran ans,-,Pro-Houthi Sites,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-10-08,8310,Hajja,harad,-,Pro-Houthi forces,military_security_target,forces,1,18.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-10-08,8311,Hajja,midi,-,Pro-Houthi forces,military_security_target,forces,1,18.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-10-08,8312,Hajja,harad,The City,Weapons Storage,military_security_target,weapon storage,1,1.0,0,0,0,0,0,0,0.0,20,night
2016-10-08,8313,Hajja,harad,The City,Artillery,military_security_target,moving target (weapons/fighters),1,1.0,0,0,0,0,0,0,0.0,20,night
2016-10-08,8314,Hajja,harad,The City,Building,civilian,residential area,1,1.0,0,0,0,0,0,0,0.0,20,night
2016-10-08,8315,Saada,haydan,Marran,Main Road,infrastructure,transport,1,3.0,0,0,0,0,0,0,0.0,Unknown,morning
2016-10-08,8316,Saada,sihar,Al-Haribah,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2016-10-08,8317,Saada,al-safra'a,Dakhshaf,Residential Area,civilian,residential area,1,2.0,2,1,0,0,1,0,0.0,Unknown,afternoon
2016-10-08,8318,Saada,saqain,-,Security HQ,military_security_target,military site,1,1.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-10-08,8319,Saada,saqain,"Tabzah, Tiqirhid",Two Houses,civilian,residential area,1,5.0,1,0,0,0,1,0,0.0,Unknown,afternoon
2016-10-08,8320,Saada,majz,Al-Haribah,Civilian's house,civilian,residential area,1,1.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-10-08,8321,Saada,sa'ada,Mahdhah,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-10-08,8322,Saada,sa'ada,The City,Police Station,military_security_target,military site,1,3.0,0,0,0,0,0,0,0.0,Unknown,night
2016-10-08,8323,Saada,sihar,Sabir valley,School,educational_facility,school,1,2.0,0,0,0,0,0,0,0.0,Unknown,night
2016-10-08,8324,Saada,sa'ada,Qahzah,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,Unknown,night
2016-11-08,8325,Sanaa,azal,Al-Sid Neighbourhood,House ,civilian,residential area,1,2.0,0,0,0,0,0,0,0.0,1,morning
2016-11-08,8326,Sanaa,al-sab'ein,Al-Nahdain,Al-Nahdain Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,1,morning
2016-11-08,8327,Sanaa,al-thawrah,Al-Hasabah,Maintenance Military Unit,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,1,morning
2016-11-08,8328,Sanaa,al-sab'ein,Noqom mountain,Al-Hafa Military Camp,military_security_target,military site,1,1.0,0,0,0,0,0,0,0.0,1,morning
2016-11-08,8329,Sanaa,al-thawrah,Al-Nahdhah,Former 1st Armoured Division,military_security_target,military site,1,3.0,0,0,0,0,0,0,0.0,1,morning
2016-11-08,8330,Sanaa,bani al-harith,Al-Rahabah,Al-Daylami Airbase,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,2,morning
2016-11-08,8331,Sanaa,al-thawrah,Airport road,Military Academy,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,2,morning
2016-11-08,8332,Sanaa,bani al-harith,Al-Rawdhah,War Collage,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,2,morning
2016-11-08,8333,Sanaa,sanhan,Dhabwah,Dhabwah Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,1,morning
2016-11-08,8334,Sanaa,bani matar,Asir ,Al-Aswad mountain,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,9,morning
2016-11-08,8335,Sanaa,bani matar,Ayban mountain,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-11-08,8336,Sanaa,bani matar,Al-Sobahah,Special Forces Military Camp,military_security_target,military site,1,1.0,0,0,0,0,0,0,0.0,9,morning
2016-11-08,8337,Sanaa,bani hushaysh,Zabd mountain,Unknown,unknown,unknown,1,3.0,4,4,0,0,0,0,0.0,Unknown,afternoon
2016-11-08,8338,Sanaa,arhab,Al-Sama'a,Al-Sama'a Military Camp,military_security_target,military site,1,3.0,0,0,0,0,0,0,0.0,24,night
2016-11-08,8339,Sanaa,nihm,Bani Jarmouz,63rd Mechanized Infantry Brigade,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,24,night
2016-11-08,8340,Amran,harf sufyan,Al-Aswad mountain,29th Mechanized Infantry Brigade (Giants Brigade),military_security_target,military site,1,5.0,0,0,0,0,0,0,0.0,1,morning
2016-11-08,8341,Hajja,harad,Al-Mazraq,Unknown,unknown,unknown,1,5.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-11-08,8342,Hajja,abs,-,25th Mechanized Infantry Brigade,military_security_target,military site,1,5.0,0,0,0,0,0,0,0.0,15,afternoon
2016-11-08,8343,Hajja,harad,-,Pro-Houthi forces,military_security_target,forces,1,10.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-11-08,8344,Saada,sihar,Al-Maqash,Agriculture Office's Plants nursery,economic_infrastructure,farms,1,4.0,3,0,0,0,3,0,0.0,Unknown,afternoon
2016-11-08,8345,Saada,saqain,Al-Haylah,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-11-08,8346,Saada,sa'ada,The City,Al-Thawrah Police Station,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-11-08,8347,Saada,sihar,Al-Baqour,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-11-08,8348,Saada,sa'ada,Ain,Farm,economic_infrastructure,farms,1,1.0,2,0,0,0,2,0,0.0,Unknown,afternoon
2016-11-08,8349,Saada,al-dhaher,Al-Malaheet,Pro-Houthi forces,military_security_target,forces,1,3.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-11-08,8350,Taiz,al-taiziyah,Al-Janad,22nd Armoured Brigade,military_security_target,military site,1,12.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-12-08,8351,Sanaa,al-sab'ein,Al-Nahdain,Al-Nahdain Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2016-12-08,8352,Sanaa,safan,Al-Darajah,Bridge,infrastructure,transport,1,2.0,6,0,0,0,6,0,0.0,Unknown,morning
2016-12-08,8353,Sanaa,bani matar,Asir ,Al-Aswad mountain,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,9,morning
2016-12-08,8354,Sanaa,arhab,Al-Sama'a,Al-Sama'a Military Camp,military_security_target,military site,1,10.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-12-08,8355,Sanaa,arhab,Al-Farijah,62nd Mechanized Infantry Brigade,military_security_target,military site,1,10.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-12-08,8356,Sanaa,bani matar,Al-Sobahah,Special Forces Military Camp,military_security_target,military site,1,7.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-12-08,8357,Sanaa,nihm,-,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2016-12-08,8358,Sanaa,safan,Al-Darajah,Bridge,infrastructure,transport,1,1.0,5,0,0,0,5,0,0.0,18,night
2016-12-08,8359,Amran,al-ashah,-,127th Infantry Brigade,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,22,night
2016-12-08,8360,Amran,huth,Dho Inash,Pro-Houthi Site,military_security_target,military site,1,1.0,0,0,0,0,0,0,0.0,22,night
2016-12-08,8361,Jawf,al-maton,-,Pro-Houthi forces,military_security_target,forces,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-12-08,8362,Jawf,al-maton,-,Al-Ithnin market,civilian,market place,1,3.0,23,9,0,0,14,0,0.0,Unknown,afternoon
2016-12-08,8363,Jawf,al-ghayl,Al-Ordhi,Residential Area,civilian,residential area,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2016-12-08,8364,Mahwit,bani sa'ad,Bab Al-Shiq,Bridge,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2016-12-08,8365,Mahwit,bani sa'ad,Bab Al-Shiq,Bridge,infrastructure,transport,1,1.0,6,0,0,0,6,0,0.0,18,night
2016-12-08,8366,Mahwit,al-mahwit,The City,SSF Camp,military_security_target,military site,1,9.0,0,0,0,0,0,0,0.0,24,night
2016-12-08,8367,Marib,sirwah,"Haylan mountain, Al-Mukhaddarah",Pro-Houthi forces,military_security_target,forces,1,5.0,0,0,0,0,0,0,0.0,21,night
2016-12-08,8368,Saada,sihar,Al-Alhabajir,Unknown,unknown,unknown,1,3.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-12-08,8369,Saada,sihar,Al-Anad,Agriculture Office's Plants nursery,economic_infrastructure,farms,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-12-08,8370,Saada,baqim,"Al-Alzamah, Al-Mahdeedah",Residential Area,civilian,residential area,1,8.0,12,7,0,0,5,0,0.0,Unknown,afternoon
2016-12-08,8371,Saada,baqim,Tasnim,Al-Qatinat Bridge,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-12-08,8372,Saada,sa'ada,Al-Sama'a,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-12-08,8373,Saada,al-dhaher,Layh valley,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-12-08,8374,Saada,haydan,Al-Shorfah mountain,Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-12-08,8375,Taiz,al-taiziyah,Al-Janad,Teaching institute,educational_facility,institute,1,1.0,0,0,0,0,0,0,0.0,21,night
2016-12-08,8376,Taiz,al-taiziyah,Beer Milh,Residential Area,civilian,residential area,1,2.0,5,0,0,0,5,0,0.0,23,night
2016-08-13,8377,Sanaa,al-thawrah,Al-Nahdhah,Former 1st Armoured Division,military_security_target,military site,1,3.0,0,0,0,0,0,0,0.0,10,afternoon
2016-08-13,8378,Sanaa,al-thawrah,Al-Hasabah,Maintenance Military Unit,military_security_target,military site,1,4.0,0,0,0,0,0,0,0.0,19,night
2016-08-13,8379,Sanaa,al-thawrah,Al-Nahdhah,Former 1st Armoured Division,military_security_target,military site,1,4.0,0,0,0,0,0,0,0.0,19,night
2016-08-13,8380,Sanaa,al-thawrah,Television hill,4th Armoured Brigade,military_security_target,military site,1,4.0,0,0,0,0,0,0,0.0,19,night
2016-08-13,8381,Sanaa,manakhah,Al-Dinarah,Attar Bridge,infrastructure,transport,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-08-13,8382,Sanaa,bani hushaysh,Al-Jumaimah,Al-Jumaimah Military Camp,military_security_target,military site,1,8.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-08-13,8383,Sanaa,bani matar,Faj Attan,Missiles Brigade Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,24,night
2016-08-13,8384,Hajja,harad,Al-Malaheet road,Pro-Houthi reinforcement,military_security_target,moving target (weapons/fighters),1,3.0,0,0,0,0,0,0,0.0,4,morning
2016-08-13,8385,Hajja,harad,Al-Masha'ar,Radar station,military_security_target,other-military,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2016-08-13,8386,Ibb,ba'dan,-,Security HQ,military_security_target,military site,1,4.0,0,0,0,0,0,0,0.0,23,night
2016-08-13,8387,Ibb,ba'dan,-,Technical Institute,educational_facility,institute,1,4.0,0,0,0,0,0,0,0.0,23,night
2016-08-13,8388,Jawf,al-ghayl,-,Farm,economic_infrastructure,farms,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2016-08-13,8389,Mahwit,al-mahwit,The City,Governmental Compound,infrastructure,gov. compounds,1,15.0,0,0,0,0,0,0,0.0,Unknown,morning
2016-08-13,8390,Mahwit,al-mahwit,"Ojamah, Bait Al-Dhamari",Infrastructures,infrastructure,gov. compounds,1,15.0,0,0,0,0,0,0,0.0,Unknown,morning
2016-08-13,8391,Marib,sirwah,Haylan mountain,Pro-Houthi forces,military_security_target,forces,1,5.0,0,0,0,0,0,0,0.0,Unknown,unknown
2016-08-13,8392,Marib,sirwah,"Rahab valley, Al-Mukhaddarah",Unknown,unknown,unknown,1,2.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-08-13,8393,Saada,razih,Borkan,Civilian's house,civilian,residential area,1,1.0,11,6,0,0,5,0,0.0,Unknown,morning
2016-08-13,8394,Saada,haydan,Joma'ah Bin Fadhil,Religious school,educational_facility,school,1,1.0,27,22,0,0,5,0,0.0,Unknown,afternoon
2016-08-13,8395,Saada,baqim,Al-Mojda'a,Unknown,unknown,unknown,1,5.0,0,0,0,0,0,0,0.0,Unknown,unknown
2016-08-13,8396,Saada,saqain,-,Pro-Houthi Sites,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,unknown
2016-08-13,8397,Saada,majz,Bani Swait,Unknown,unknown,unknown,1,1.0,0,0,0,0,0,0,0.0,Unknown,unknown
2016-08-13,8398,Taiz,al-taiziyah,Mawyah junction,Military Supplies storage units,military_security_target,weapon storage,1,7.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-08-13,8399,Taiz,mawza,Al-Nar mountain,Bridge,infrastructure,transport,1,1.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-08-13,8400,Taiz,al-mukha,-,Coastal Defence Military Camp,military_security_target,military site,1,5.0,0,0,0,0,0,0,0.0,Unknown,afternoon
2016-08-13,8401,Taiz,al-silw,Al-Silw junction,Civilian's Vehicle,civilian,vehicle/bus,1,2.0,7,2,0,0,5,0,0.0,Unknown,unknown
2016-08-14,8402,Sanaa,bani hushaysh,Al-Jumaimah,Al-Jumaimah Military Camp,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,morning
2016-08-14,8403,Sanaa,nihm,"Maswarah, Al-Dahilah",House,civilian,residential area,1,2.0,0,0,0,0,0,0,0.0,20,night
2016-08-14,8404,Sanaa,nihm,Maswarah,Unknown,unknown,unknown,1,3.0,0,0,0,0,0,0,0.0,20,night
2016-08-14,8405,Amran,harf sufyan,-,Giants Military Camp,military_security_target,military site,1,9.0,0,0,0,0,0,0,0.0,12,afternoon
2016-08-14,8406,Amran,khamir,Unknown,Educational Office,infrastructure,gov. compounds,1,3.0,0,0,0,0,0,0,0.0,12,afternoon
2016-08-14,8407,Amran,khamir,Al-Sana'aniah,Security HQ,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,17,afternoon
2016-08-14,8408,Amran,khamir,Al-Sana'aniah,Security HQ,military_security_target,military site,1,2.0,0,0,0,0,0,0,0.0,Unknown,night
2016-08-14,8409,Amran,harf sufyan,Al-Aswad mountain,29th Mechanized Infantry Brigade (Giants Brigade),military_security_target,military site,1,4.0,0,0,0,0,0,0,0.0,Unknown,night
