Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Min Air Raids,Max Air Raids,Civilian Casualties,Fatalities ,Woman fatalities,Child fatalities,Injured ,Woman injured,Child injured, Confirmed Time,Time of Day,,,,
11420,11/02/2017,Hajja,Harad,"Faj Harad, Al-Mazraq",Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,12,Midday,,,,
11421,11/02/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,1,16+,0,0,0,0,0,0,0,unkn,Unknown,,,,
11422,11/02/2017,Hajja,Abs,-,25th Mechanized Infantry Brigade,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,unkn,Night,,,,
11423,11/02/2017,Hudaydah,Al-Luhaiyah,The City,Fishers Storage Units,Economic_Infrastructure,Food (storage/transportation),1,1,0,0,0,0,0,0,0,11,Midday,,,,
11424,11/02/2017,Hudaydah,Al-Durayhimi,-,Unknown,Unknown,Unknown,1,3,0,0,0,0,0,0,0,24,Night,,,,
11425,11/02/2017,Hudaydah,Al-Salif,Al-Urj,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,24,Night,,,,
11426,11/02/2017,Hudaydah,Al-Khawkhah,Qitaba,Unknown,Unknown,Unknown,1,4,0,0,0,0,0,0,0,24,Night,,,,
11427,11/02/2017,Marib,Sirwah,-,Pro-Houthi forces,Military_Security_Target,Forces,1,3,0,0,0,0,0,0,0,9,Morning,,,,
11428,11/02/2017,Saada,Haydan,-,Telecommunications Network,Infrastructure,Communication,1,1,0,0,0,0,0,0,0,22,Night,,,,
11429,11/02/2017,Taiz,Al-Mukha,-,Civilian's house,Civilian,Residential Area,1,1,15,10,0,0,5,1,1,15,Afternoon,,,,
11430,12/02/2017,Aden,Khor Maksar,Al-Alam,Checkpoint,Military_Security_Target,Checkpoints,1,1,0,0,0,0,0,0,0,1,Early-Morning,,,,
11431,12/02/2017,Aden,Khor Maksar,-,Military vehicle,Military_Security_Target,Moving Target (weapons/fighters),1,1,0,0,0,0,0,0,0,12,Midday,,,,
11432,12/02/2017,Bayda,Mukayras,-,Unknown,Unknown,Unknown,1,3,0,0,0,0,0,0,0,20,Evening,,,,
11433,12/02/2017,Hajja,Harad,-,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
11434,12/02/2017,Hajja,Midi,-,Pro-Houthi forces,Military_Security_Target,Forces,1,1,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
11435,12/02/2017,Hajja,Midi,-,Military vehicle,Military_Security_Target,Moving Target (weapons/fighters),1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
11436,12/02/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,1,18+,0,0,0,0,0,0,0,unkn,Unknown,,,,
11437,12/02/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,1,18+,0,0,0,0,0,0,0,unkn,Unknown,,,,
11438,12/02/2017,Hudaydah,Al-Khawkhah,Moshaj,Weapons Storage,Military_Security_Target,Weapon Storage,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
11439,12/02/2017,Hudaydah,Al-Luhaiyah,Coast line,Fishers' boats,Civilian,Boat,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
11440,12/02/2017,Hudaydah,Al-Khawkhah,Qitaba,Pro-Houthi sites,Military_Security_Target,Military Site,1,4,0,0,0,0,0,0,0,unkn,Morning,,,,
11441,12/02/2017,Hudaydah,Al-Durayhimi,-,Pro-Houthi sites,Military_Security_Target,Military Site,1,4,0,0,0,0,0,0,0,unkn,Morning,,,,
11442,12/02/2017,Hudaydah,Al-Durayhimi,-,Al-Hudaydah Airport,Infrastructure,Transport,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
11443,12/02/2017,Hudaydah,Al-Salif,-,Military vehicles,Military_Security_Target,Moving Target (weapons/fighters),1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
11444,12/02/2017,Hudaydah,Al-Durayhimi,Al-Nakhilah coast,Fishers Storage units,Economic_Infrastructure,Private Business,1,2,0,0,0,0,0,0,0,11,Midday,,,,
11445,12/02/2017,Hudaydah,Zabid,-,Tihama Developing Authority,Infrastructure,Gov. Compounds,1,4,0,0,0,0,0,0,0,13,Midday,,,,
11446,12/02/2017,Hudaydah,,Al-Dahmiyah island,Unknown,Unknown,Unknown,1,5,0,0,0,0,0,0,0,18,Evening,,,,
11447,12/02/2017,Marib,Sirwah,-,Civilians' houses,Civilian,Residential Area,1,3,0,0,0,0,0,0,0,8,Morning,,,,
11448,12/02/2017,Marib,Sirwah,-,Farms,Economic_Infrastructure,Farms,1,3,0,0,0,0,0,0,0,8,Morning,,,,
11449,12/02/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,1,5,0,0,0,0,0,0,0,11,Midday,,,,
11450,12/02/2017,Shabwa,Bayhan,-,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,20,Evening,,,,
11451,12/02/2017,Taiz,Dhubab,Near Al-Omary schools,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,13,Midday,,,,
11452,12/02/2017,Taiz,Al-Mukha,-,Al-Zahari Military Camp,Military_Security_Target,Military Site,1,15,0,0,0,0,0,0,0,unkn,Unknown,,,,
11453,12/02/2017,Taiz,Al-Mukha,Yakhtol,Pro-Houthi forces,Military_Security_Target,Forces,1,15,0,0,0,0,0,0,0,unkn,Unknown,,,,
11454,12/02/2017,Taiz,,The City,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,18,Evening,,,,
11455,12/02/2017,Taiz,Al-Mukha,Al-Mukha junction,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,22,Night,,,,
11456,13/02/2017,Hajja,Harad,-,Pro-Houthi forces,Military_Security_Target,Forces,1,8,0,0,0,0,0,0,0,unkn,Unknown,,,,
11457,13/02/2017,Hajja,Midi,-,Pro-Houthi forces,Military_Security_Target,Forces,1,8,0,0,0,0,0,0,0,unkn,Unknown,,,,
11458,13/02/2017,Hudaydah,Al-Mina,-,Al-Hudaydah Port,Infrastructure,Transport,1,2,0,0,0,0,0,0,0,13,Midday,,,,
11459,13/02/2017,Hudaydah,Al-Mina,-,Al-Hudaydah Port,Infrastructure,Transport,1,1,0,0,0,0,0,0,0,17,Afternoon,,,,
11460,13/02/2017,Hudaydah,Bajil,Al-Jarash,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,18,Evening,,,,
11461,13/02/2017,Hudaydah,Al-Mina,Jaizan street,Construction administraition's yard,Infrastructure,Gov. Compounds,1,2,8,2,0,0,6,0,0,unkn,Evening,,,,
11462,13/02/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,14,Midday,,,,
11463,13/02/2017,Marib,Sirwah,-,Military vehicle,Military_Security_Target,Moving Target (weapons/fighters),1,4,0,0,0,0,0,0,0,unkn,Night,,,,
11464,13/02/2017,Marib,Sirwah,Al-Mukhaddarah,Machine gun,Military_Security_Target,Moving Target (weapons/fighters),1,2,0,0,0,0,0,0,0,unkn,Night,,,,
11465,13/02/2017,Saada,Baqim,Al-Qirad,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,12,Midday,,,,
11466,13/02/2017,Saada,Baqim,Al-Damnah,Civilian's vehicle,Civilian,Vehicle/Bus,1,1,7,3,0,0,4,0,0,17,Afternoon,,,,
11467,13/02/2017,Shabwa,Bayhan,Sha'ab Hufar,Weapons Storage,Military_Security_Target,Weapon Storage,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
11468,13/02/2017,Taiz,Al-Mukha,-,Civilian's house,Civilian,Residential Area,1,1,7,6,0,0,1,1,0,unkn,Morning,,,,
11469,13/02/2017,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,12,Midday,,,,
11470,13/02/2017,Taiz,Maqbanah,Al-Barah,Weapons Storage,Military_Security_Target,Weapon Storage,1,2,0,0,0,0,0,0,0,21,Evening,,,,
11471,13/02/2017,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,23,Night,,,,
11472,13/02/2017,Taiz,Hayfan,Al-Mafalees,Tank,Military_Security_Target,Moving Target (weapons/fighters),1,1,0,0,0,0,0,0,0,unkn,Night,,,,
11473,14/02/2017,Dhamar,Otmah,-,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),1,2,0,0,0,0,0,0,0,unkn,Evening,,,,
11474,14/02/2017,Hajja,Abs,Al-Jar,Farms,Economic_Infrastructure,Farms,1,1,0,0,0,0,0,0,0,3,Early-Morning,,,,
11475,14/02/2017,Hajja,Midi,The City,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,21,Evening,,,,
11476,14/02/2017,Jawf,Khab Wa Al-Sha'af,Al-Yatamah,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,18,Evening,,,,
11477,14/02/2017,Shabwa,Bayhan,-,Military vehicles,Military_Security_Target,Moving Target (weapons/fighters),1,3,0,0,0,0,0,0,0,unkn,Unknown,,,,
11478,14/02/2017,Saada,Kitaf Wa Al-Boqe'e,"Al-Atfain, Al-Aleeb, Al-Imarah",Unknown,Unknown,Unknown,1,3,0,0,0,0,0,0,0,22,Night,,,,
11479,14/02/2017,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,20,Evening,,,,
11480,15/02/2017,Sanaa,Arhab,Shera'a village,Civilian's house,Civilian,Social Gathering,1,1,16,6,5,1,10,8,2,17,Afternoon,,,,
11481,15/02/2017,Hudaydah,Al-Khawkhah,-,Unknown,Unknown,Unknown,1,5,0,0,0,0,0,0,0,12,Midday,,,,
11482,15/02/2017,Hudaydah,Al-Khawkhah,-,Unknown,Unknown,Unknown,1,6,0,0,0,0,0,0,0,unkn,Unknown,,,,
11483,15/02/2017,Hudaydah,Al-Mina,Al-Katheeb,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,18,Evening,,,,
11484,15/02/2017,Marib,Sirwah,-,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),1,3,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
11485,15/02/2017,Marib,Sirwah,Al-Mukhaddarah,Unknown,Unknown,Unknown,1,4,0,0,0,0,0,0,0,unkn,Midday,,,,
11486,15/02/2017,Saada,Sa'ada,The City,Residential Area,Civilian,Residential Area,1,4,0,0,0,0,0,0,0,23,Night,,,,
11487,15/02/2017,Taiz,Al-Mukha,Yakhtol,Unknown,Unknown,Unknown,1,4,0,0,0,0,0,0,0,10,Midday,,,,
11488,15/02/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,1,1,0,0,0,0,0,0,0,10,Midday,,,,
11489,16/02/2017,Dhamar,Otmah,"Aswah, Halban",Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),1,1,0,0,0,0,0,0,0,8,Morning,,,,
11490,16/02/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,unkn,Unknown,,,,
11491,16/02/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,19,Evening,,,,
11492,16/02/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,19,Evening,,,,
11493,16/02/2017,Hudaydah,Al-Durayhimi,-,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,22,Night,,,,
11494,16/02/2017,Marib,Sirwah,Noshour valley,Pro-Houthi OP room,Military_Security_Target,Other-Military,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
11495,16/02/2017,Marib,Sirwah,-,Pro-Houthi sites,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
11496,16/02/2017,Marib,Sirwah,-,Sirwah market,Civilian,Market Place,1,2,0,0,0,0,0,0,0,12,Midday,,,,
11497,16/02/2017,Marib,Sirwah,Al-Mukhaddarah,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,12,Midday,,,,
11498,16/02/2017,Saada,Al-Dhaher,-,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,unkn,Unknown,,,,
11499,16/02/2017,Taiz,Dhubab,Al-Omary,Al-Omary Schools,Educational_Facility,School,1,1,0,0,0,0,0,0,0,12,Midday,,,,
11500,16/02/2017,Taiz,Al-Mukha,Yakhtol,Pro-Houthi sites,Military_Security_Target,Military Site,1,5,0,0,0,0,0,0,0,unkn,Evening,,,,
11501,16/02/2017,Taiz,Al-Mukha,-,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),1,3,0,0,0,0,0,0,0,unkn,Evening,,,,
11502,16/02/2017,Taiz,Maqbanah,Al-Barah,Farms,Economic_Infrastructure,Farms,1,3,0,0,0,0,0,0,0,unkn,Unknown,,,,
11503,17/02/2017,Sanaa,Khawlan,Al-Aroush,House,Civilian,Residential Area,1,4,0,0,0,0,0,0,0,unkn,Midday,,,,
11504,17/02/2017,Hudaydah,Al-Khawkhah,-,Abo Mosa Al-Asha'ari Military Camp,Military_Security_Target,Military Site,1,4,0,0,0,0,0,0,0,unkn,Unknown,,,,
11505,17/02/2017,Hudaydah,Al-Khawkhah,-,Pro-Houthi sites,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
11506,17/02/2017,Taiz,Dhubab,Al-Omary,Al-Omary Schools,Educational_Facility,School,1,1,0,0,0,0,0,0,0,3,Early-Morning,,,,
11507,17/02/2017,Taiz,Al-Mukha,Yakhtol,Pro-Houthi sites,Military_Security_Target,Military Site,1,6,0,0,0,0,0,0,0,unkn,Unknown,,,,
11508,17/02/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,1,4,0,0,0,0,0,0,0,unkn,Unknown,,,,
11509,18/02/2017,Hajja,Harad,-,Pro-Houthi sites,Military_Security_Target,Military Site,1,1,0,0,0,0,0,0,0,13,Midday,,,,
11510,18/02/2017,Saada,Majz,Bani Swaid,Telecommunications Network,Infrastructure,Communication,1,1,0,0,0,0,0,0,0,10,Midday,,,,
11511,18/02/2017,Saada,Kitaf Wa Al-Boqe'e,"Al-Atfain, Al-Aqeeq",Farms,Economic_Infrastructure,Farms,1,1,0,0,0,0,0,0,0,unkn,Midday,,,,
11512,18/02/2017,Saada,Baqim,Mahdidah,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,22,Night,,,,
11513,18/02/2017,Taiz,Dhubab,Al-Omary,Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,10,Midday,,,,
11514,18/02/2017,Taiz,Al-Mukha,Shabarah village,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,12,Midday,,,,
11515,18/02/2017,Taiz,Al-Mukha,-,Pro-Houthi forces,Military_Security_Target,Forces,1,1,0,0,0,0,0,0,0,unkn,Unknown,,,,
11516,18/02/2017,Taiz,Al-Mukha,Near Al-Mukha junction,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,22,Night,,,,
11517,18/02/2017,Taiz,Al-Mukha,Near Al-Mukha junction,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,23,Night,,,,
11518,18/02/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,1,1,0,0,0,0,0,0,0,23,Night,,,,
11519,19/02/2017,Capital,Ma'ain,Al-Sunainah,Aviation College,Military_Security_Target,Military Site,1,5,0,0,0,0,0,0,0,20,Evening,,,,
11520,19/02/2017,Sanaa,Nihm,Al-Oshrah,Farms,Economic_Infrastructure,Farms,1,1,0,0,0,0,0,0,0,16,Afternoon,,,,
11521,19/02/2017,Hajja,Midi,Midi desert,Unknown,Unknown,Unknown,1,27+,0,0,0,0,0,0,0,unkn,Unknown,,,,
11522,19/02/2017,Hajja,Midi,Bahyees,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,24,Night,,,,
11523,19/02/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,1,3,0,0,0,0,0,0,0,8,Morning,,,,
11524,19/02/2017,Taiz,Dhubab,Al-Omary,Al-Omary Schools,Educational_Facility,School,1,1,0,0,0,0,0,0,0,20,Evening,,,,
11525,19/02/2017,Taiz,Al-Mukha,Between Al-Mukha junction and Al-Nar mountain,Road,Infrastructure,Transport,1,1,0,0,0,0,0,0,0,22,Night,,,,
11526,19/02/2017,Taiz,Dhubab,Al-Omary,Al-Omary Schools,Educational_Facility,School,1,2,0,0,0,0,0,0,0,23,Night,,,,
11527,19/02/2017,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,1,3,0,0,0,0,0,0,0,24,Night,,,,
11528,20/02/2017,Sanaa,Nihm,-,Pro-Houthi forces,Military_Security_Target,Forces,1,1,0,0,0,0,0,0,0,unkn,Unknown,,,,
11529,20/02/2017,Sanaa,Nihm,"Al-Ma'einha, Al-Najd Al-Akhdhar",Farms,Economic_Infrastructure,Farms,1,2,0,0,0,0,0,0,0,13,Midday,,,,
11530,20/02/2017,Hajja,Harad,Al-Shia'ab,Civilian's house,Civilian,Residential Area,1,1,4,2,0,0,2,0,0,16,Afternoon,,,,
11531,20/02/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,1,5,0,0,0,0,0,0,0,unkn,Unknown,,,,
11532,20/02/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,1,5,0,0,0,0,0,0,0,unkn,Unknown,,,,
11533,20/02/2017,Hudaydah,Al-Khawkhah,-,Pro-Houthi sites,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,20,Evening,,,,
11534,20/02/2017,Hudaydah,Al-Durayhimi,Al-Ta'if,Pro-Houthi sites,Military_Security_Target,Military Site,1,3,0,0,0,0,0,0,0,20,Evening,,,,
11535,20/02/2017,Marib,Sirwah,Habab,Civilians' houses,Civilian,Residential Area,1,3,0,0,0,0,0,0,0,10,Midday,,,,
11536,20/02/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,13,Midday,,,,
11537,20/02/2017,Saada,Baqim,Al-Alzammah,Civilian's house,Civilian,Residential Area,1,2,0,0,0,0,0,0,0,8,Morning,,,,
11538,20/02/2017,Saada,Monabbih,Al-Alsheikh,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,18,Evening,,,,
11539,20/02/2017,Saada,Baqim,Mara'a mountain,Two Civilians' vehicles,Civilian,Vehicle/Bus,1,2,7,2,0,0,5,0,0,21,Evening,,,,
11540,20/02/2017,Taiz,Maqbanah,Al-Mukha - Al-Barah road,Vehicle (belonging to the Director of Maqbanah district Hayl Sinan),Political_Tribal,Figure,1,1,2,2,0,0,0,0,0,16,Afternoon,,,,
11541,21/02/2017,Sanaa,Hamdan,Shumaylah ,Pro-Houthi sites,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,12,Midday,,,,
11542,21/02/2017,Sanaa,Nihm,Yam mountain,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,18,Evening,,,,
11543,21/02/2017,Dhalie,Qatabah,Murays,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,16,Afternoon,,,,
11544,21/02/2017,Dhalie,Damt,Bait Al-Yazidi,Pro-Houthi sites,Military_Security_Target,Military Site,1,5,0,0,0,0,0,0,0,unkn,Afternoon,,,,
11545,21/02/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,1,6,0,0,0,0,0,0,0,unkn,Unknown,,,,
11546,21/02/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,1,6,0,0,0,0,0,0,0,unkn,Unknown,,,,
11547,21/02/2017,Hudaydah,Al-Durayhimi,Al-Dawar,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,22,Night,,,,
11548,21/02/2017,Jawf,Al-Matmmah,-,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,24,Night,,,,
11549,21/02/2017,Marib,Sirwah,Al-Mukhaddarah,Pro-Houthi sites,Military_Security_Target,Military Site,1,3,0,0,0,0,0,0,0,10,Midday,,,,
11550,21/02/2017,Marib,Sirwah,Haylan mountain,Weapons Storage,Military_Security_Target,Weapon Storage,1,1,0,0,0,0,0,0,0,unkn,Unknown,,,,
11551,21/02/2017,Marib,Harib Al-Garamish,-,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,15,Afternoon,,,,
11552,21/02/2017,Saada,Majz,Takhyah,Unknown,Unknown,Unknown,1,3,0,0,0,0,0,0,0,15,Afternoon,,,,
11553,21/02/2017,Saada,Baqim,-,Unknown,Unknown,Unknown,1,6,0,0,0,0,0,0,0,unkn,Unknown,,,,
11554,21/02/2017,Taiz,Al-Mukha,The Eastern part,Unknown,Unknown,Unknown,1,3,0,0,0,0,0,0,0,13,Midday,,,,
11555,21/02/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,1,15+,0,0,0,0,0,0,0,22,Night,,,,
11556,21/02/2017,Taiz,Maqbanah,Al-Barah,Pro-Houthi sites,Military_Security_Target,Military Site,1,1,0,0,0,0,0,0,0,23,Night,,,,
11557,21/02/2017,Taiz,Dhubab,Al-Omary,Pro-Houthi forces,Military_Security_Target,Forces,1,4,0,0,0,0,0,0,0,24,Night,,,,
11558,21/02/2017,Taiz,Al-Mukha,Al-Areesh,Missiles launchers,Military_Security_Target,Moving Target (weapons/fighters),1,3,0,0,0,0,0,0,0,24,Night,,,,
11559,22/02/2017,Capital,Ma'ain,Al-Sunainah,Aviation College,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,20,Evening,,,,
11560,22/02/2017,Sanaa,Safan,Al-Ain,Residential Area,Civilian,Residential Area,1,6,0,0,0,0,0,0,0,11,Midday,,,,
11561,22/02/2017,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,1,3,0,0,0,0,0,0,0,24,Night,,,,
11562,22/02/2017,Dhalie,Damt,-,Pro-Houthi forces,Military_Security_Target,Forces,1,1,0,0,0,0,0,0,0,unkn,Unknown,,,,
11563,22/02/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,1,9,0,0,0,0,0,0,0,unkn,Unknown,,,,
11564,22/02/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,1,9,0,0,0,0,0,0,0,unkn,Unknown,,,,
11565,22/02/2017,Hudaydah,Al-Durayhimi,Al-Taif coast,Unknown,Unknown,Unknown,1,3,0,0,0,0,0,0,0,20,Evening,,,,
11566,22/02/2017,Hudaydah,Bajil,-,10th Storm Brigade,Military_Security_Target,Military Site,1,1,0,0,0,0,0,0,0,22,Night,,,,
11567,22/02/2017,Hudaydah,Hays,-,Bridge,Infrastructure,Transport,1,3,1,1,0,0,0,0,0,24,Night,,,,
11568,22/02/2017,Hudaydah,Al-Khawkhah,Coast line,Pro-Houthi forces,Military_Security_Target,Forces,1,1,0,0,0,0,0,0,0,24,Night,,,,
11569,22/02/2017,Hudaydah,Bait Al-Faqih,Al-Qawqar,Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,24,Night,,,,
11570,22/02/2017,Jawf,Al-Maton,Ham,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,1,Early-Morning,,,,
11571,22/02/2017,Jawf,Al-Humaydat,Al-Ahmar mountain,Residential Area,Civilian,Residential Area,1,2,6,6,0,3,0,0,0,7,Morning,,,,
11572,22/02/2017,Marib,Sirwah,"Haylan, Al-Mukhaddarah, Airport area",Unknown,Unknown,Unknown,1,6,0,0,0,0,0,0,0,1,Early-Morning,,,,
11573,22/02/2017,Marib,Sirwah,-,Military vehicle,Military_Security_Target,Moving Target (weapons/fighters),1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
11574,22/02/2017,Marib,Sirwah,Al-Ashqari mountain,Pro-Houthi forces,Military_Security_Target,Forces,1,1,0,0,0,0,0,0,0,unkn,Morning,,,,
11575,22/02/2017,Marib,Sirwah,Al-Mashjah,Military vehicle,Military_Security_Target,Moving Target (weapons/fighters),1,1,0,0,0,0,0,0,0,unkn,Morning,,,,
11576,22/02/2017,Marib,Sirwah,-,Military vehicles,Military_Security_Target,Moving Target (weapons/fighters),1,5,0,0,0,0,0,0,0,unkn,Morning,,,,
11577,22/02/2017,Marib,Sirwah,Al-Ashqari mountain,Pro-Houthi forces,Military_Security_Target,Forces,1,1,0,0,0,0,0,0,0,unkn,Afternoon,,,,
11578,22/02/2017,Marib,Sirwah,Habab valley,Al-Hantash Farms,Economic_Infrastructure,Farms,1,3,0,0,0,0,0,0,0,16,Afternoon,,,,
11579,22/02/2017,Marib,Sirwah,Habab valley,Civilians' houses,Civilian,Residential Area,1,2,0,0,0,0,0,0,0,22,Night,,,,
11580,22/02/2017,Saada,Kitaf Wa Al-Boqe'e,Atees valley,Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
11581,22/02/2017,Saada,Majz,Takhyah,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,16,Afternoon,,,,
11582,22/02/2017,Saada,Al-Safra'a,Ozlah Al-Naile,Civilian's car,Civilian,Vehicle/Bus,1,2,5,1,1,0,4,0,0,17,Afternoon,,,,
11583,22/02/2017,Saada,Sa'ada,-,Unknown,Unknown,Unknown,1,3,0,0,0,0,0,0,0,17,Afternoon,,,,
11584,22/02/2017,Saada,Sihar,"Al-Hamazat, Bani Muadh",Residential Area,Civilian,Residential Area,1,3,7,0,0,0,7,0,1,17,Afternoon,,,,
11585,22/02/2017,Saada,Al-Dhaher,"Al-Malaheetm, Twailaq",Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,19,Evening,,,,
11586,22/02/2017,Saada,Shada'a,Al-Hassamah,Unknown,Unknown,Unknown,1,1,0,0,0,0,0,0,0,19,Evening,,,,
11587,22/02/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,1,1,0,0,0,0,0,0,0,21,Evening,,,,
11588,23/02/2017,Sanaa,Nihm,Gholah Al-Hanashat,Pro-Houthi forces,Military_Security_Target,Forces,1,1,0,0,0,0,0,0,0,15,Afternoon,,,,
11589,23/02/2017,Dhalie,Qatabah,Remmah,Al-Qasabah & Al-muheeb Military sites,Military_Security_Target,Forces,1,4,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
11590,23/02/2017,Dhamar,Otmah,Al-Thalouth,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),1,1,0,0,0,0,0,0,0,21,Evening,,,,
11591,23/02/2017,Dhamar,Otmah,Naqil Kharsah,Pro-Houthi sites,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,unkn,evening,,,,
11592,23/02/2017,Hajja,Harad,The City,Residential Area,Civilian,Residential Area,1,4,0,0,0,0,0,0,0,18,Evening,,,,
11593,23/02/2017,Hajja,Harad,-,The Customs,Infrastructure,Gov. Compounds,1,4,0,0,0,0,0,0,0,18,Evening,,,,
11594,23/02/2017,Marib,Harib Al-Garamish,-,Pro-Houthi sites,Military_Security_Target,Military Site,1,1,0,0,0,0,0,0,0,unkn,Unknown,,,,
11595,23/02/2017,Marib,Sirwah,-,Pro-Houthi sites,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
