Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Min Air Raids,Max Air Raids,Civilian Casualties,Fatalities ,Woman fatalities,Child fatalities,Injured ,Woman injured,Child injured, Confirmed Time,Time of Day,,,,
514,15/04/2015,Amran,Qaflah Odhr,-,Qaflah Odhr Military Camp,Military_Security_Target,Military Site,1,1,0,0,0,0,0,0,0,unkn,Unknown,,,,
515,15/04/2015,Amran,Huth,-,Fuel Station,Economic_infrastructure,Oil & Gas,1,2,5,2,0,0,3,0,0,unkn,Evening,,,,
516,15/04/2015,Amran,Bani Suraim,-,Security HQ,Military_Security_Target,Military Site,1,2,10,5,0,0,5,0,0,unkn,Unknown,,,,
517,15/04/2015,Saada,Sa'ada,The City,Al-Nasir stores,Economic_infrastructure,Private business,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
518,15/04/2015,Saada,Sa'ada,Old City,Ahsen Mohsin Sabra house,Civilian,Residential Area,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
519,15/04/2015,Saada,Sa'ada,The City,Educational Centre,Educational_facility,Other-Educational,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
520,15/04/2015,Saada,Sa'ada,The City,Executive Council,Infrastructure,Gov. compounds,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
521,15/04/2015,Saada,Sa'ada,The City,Sabafon Telecommunications Building,Infrastructure,Communication,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
522,15/04/2015,Saada,Sa'ada,The City,Post Office,Infrastructure,Gov. compounds,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
523,15/04/2015,Saada,Sa'ada,The City,Central Market,Civilian,Market place,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
524,15/04/2015,Saada,Sa'ada,The Old City,Market,Civilian,Market place,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
525,15/04/2015,Saada,Sihar,Al-Abdain,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
526,15/04/2015,Saada,Sa'ada,The City,Cac Bank,Economic_infrastructure,Bank,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
527,15/04/2015,Saada,Sa'ada,The City,Consruction bank,Economic_infrastructure,Bank,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
528,15/04/2015,Saada,Sihar,Al-Mazroua,Al-Hamdan fuel station,Economic_infrastructure,Oil & Gas,1,1,8,2,0,0,6,0,0,7,Morning,,,,
529,15/04/2015,Saada,Sa'ada,The City,Jarman fuel station,Economic_infrastructure,Oil & Gas,1,2,28,5,0,0,23,0,0,13,Midday,,,,
530,15/04/2015,Saada,Sa'ada,The City,Al Al-Saifi station,Economic_infrastructure,Oil & Gas,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
531,15/04/2015,Saada,Sa'ada,The City,Abo Obaid station,Economic_infrastructure,Oil & Gas,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
532,15/04/2015,Saada,Sa'ada,The City,Al-Mazro' station,Economic_infrastructure,Oil & Gas,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
533,15/04/2015,Saada,Majz,-,Fuel Station,Economic_infrastructure,Oil & Gas,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
534,15/04/2015,Saada,Shada'a,-,Fuel Station,Economic_infrastructure,Oil & Gas,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
535,15/04/2015,Taiz,Al-Taiziyah,Al-Janad,22nd Armoured Brigade,Military_Security_Target,Military Site,1,3,0,0,0,0,0,0,0,unkn,Morning,,,,
536,15/04/2015,Saada,Sa'ada,Northwest Saada City,Civilian vehicles ,Civilian,Vehicle/Bus,1,2,9,4,1,3,5,0,2,unkn,Unknown,,,,
537,16/04/2015,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,1,2,0,0,0,0,0,0,0,24,Night,,,,
538,16/04/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,24,Night,,,,
539,16/04/2015,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,24,Night,,,,
540,16/04/2015,Capital,Al-Thawrah,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,24,Night,,,,
541,16/04/2015,Capital,Ma'ain,Al-Sunainah,Aviation College,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,24,Night,,,,
542,16/04/2015,Capital,Azal,Noqom Mountain,Weapons Storage,Military_Security_Target,Weapon Storage,1,2,0,0,0,0,0,0,0,24,Night,,,,
543,16/04/2015,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,1,8,0,0,0,0,0,0,0,10,Midday,,,,
544,16/04/2015,Sanaa,Manakhah,-,vocational Institute,Educational_facility,Institute,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
545,16/04/2015,Sanaa,Manakhah,Bayh Mountain,Al-Khadir Military Site,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
546,16/04/2015,Sanaa,Manakhah,Al-Khadhr Mountain,Telecommunications Towers,Infrastructure,Communication,1,2,2,0,0,0,2,0,0,unkn,Unknown,,,,
547,16/04/2015,Sanaa,Manakhah,-,Technical Institute,Educational_facility,Institute,1,2,1,0,0,0,1,0,0,unkn,Unknown,,,,
548,16/04/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,18,Evening,,,,
549,16/04/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,18,Evening,,,,
550,16/04/2015,Sanaa,Bani Matar,Ayban Mountain,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,18,Evening,,,,
551,16/04/2015,Sanaa,Arhab,Bawsan Village,Religious center,Political_Tribal,HQ,1,2,0,0,0,0,0,0,0,23,Evening,,,,
552,16/04/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,24,Night,,,,
553,16/04/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,24,Night,,,,
554,16/04/2015,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,24,Night,,,,
555,16/04/2015,Abyan,Lawdar,"Al-Hamra'a Mountain, Al-Sawaif Mountain, Other areas",Pro-Houthi forces,Military_Security_Target,Forces,1,15,0,0,0,0,0,0,0,unkn,Morning,,,,
556,16/04/2015,Aden,Al-Buraiqah,Amran Coast,Anti-Houthi Groups,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,19,Evening,,,,
557,16/04/2015,Aden,Dar Sa'ad,Al-Safinah Junction,Building (Reportedly used by pro-Houthi forces),Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,unkn,Midday,,,,
558,16/04/2015,Amran,Huth,Main Road,Market,Civilian,Market place,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
559,16/04/2015,Amran,Bani Suraim,Bani Qais  junction,Residential Area,Civilian,Market Place,1,2,42,32,0,0,10,0,0,unkn,Unknown,,,,
560,16/04/2015,Lahj,Tuban,Al-Wahat,House (reportedly belonging to Governor of Lahj used by pro-Houthi forces),Political_Tribal ,Figure,1,1,0,0,0,0,0,0,0,unkn,Midday,,,,
561,16/04/2015,Saada,Sa'ada,The City,Al-Rahmah hospital,Medical_Facility,Hospital,1,2,13,6,0,0,7,0,0,unkn,Morning,,,,
562,16/04/2015,Saada,Majz,Dhahyan,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,24,Night,,,,
563,17/04/2015,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,1,1,0,0,0,0,0,0,0,14,Midday,,,,
564,17/04/2015,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,1,3,0,0,0,0,0,0,0,15,Afternoon,,,,
565,17/04/2015,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,23,Night,,,,
566,17/04/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,23,Night,,,,
567,17/04/2015,Aden,Al-Mualla,-,Aden Port,Infrastructure,Transport,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
568,17/04/2015,Aden,Al-Mualla,-,Grain Silos,Economic_infrastructure,Food (storage/transportation),1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
569,17/04/2015,Aden,Dar Sa'ad,Al-Lahoum,Local Council,Infrastructure,Gov. compounds,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
570,17/04/2015,Aden,Al-Mualla,-,Pro-Houthi Convoy,Military_Security_Target,Moving Target (weapons/fighters),1,2,0,0,0,0,0,0,0,unkn,Evening,,,,
571,17/04/2015,Aden,Khor Maksar,Al-Omal Island,Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
572,17/04/2015,Saada,Sa'ada,The City,Fuel Station,Economic_infrastructure,Oil & Gas,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
573,17/04/2015,Saada,Saqain,Al-Sha'af Mountain,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,unkn,Midday,,,,
574,17/04/2015,Taiz,Al-Mudhaffar,"Al-Dahi, Al-Moror",Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
575,17/04/2015,Taiz,Salah,Al-Kamb,Republican Palace,Military_Security_Target,Military Site,1,2,1,0,0,0,1,0,0,12,Midday,,,,
576,17/04/2015,Taiz,Salah,Al-Kamb,Republican Guards Military Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,12,Midday,,,,
577,17/04/2015,Taiz,Salah,Al-Askari ,Pro-Houthi HQ,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,12,Midday,,,,
578,17/04/2015,Taiz,Dhubab,Bab Al-Mandab,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),1,2,0,0,0,0,0,0,0,unkn,Midday,,,,
579,18/04/2015,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,unkn,Midday,,,,
580,18/04/2015,Sanaa,Jihanah,,Technical Institute,Educational_facility,Institute,1,2,4,0,0,0,4,0,0,unkn,Unknown,,,,
581,18/04/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,1,5,0,0,0,0,0,0,0,13,Midday,,,,
582,18/04/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,1,1,0,0,0,0,0,0,0,15,Afternoon,,,,
583,18/04/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,1,1,0,0,0,0,0,0,0,15,Afternoon,,,,
584,18/04/2015,Sanaa,Bani Matar,Faj Attan,Weapons Storage,Military_Security_Target,Weapon Storage,1,1,0,0,0,0,0,0,0,21,Evening,,,,
585,18/04/2015,Abyan,Zinjibar,Dawfas,Pro-Houthi Convoy,Military_Security_Target,Moving Target (weapons/fighters),1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
586,18/04/2015,Aden,Crater,Al-Ma'asheeq Mountain,Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,9,Morning,,,,
587,18/04/2015,Aden,Crater,Al-Ma'asheeq ,House ,Political_Tribal ,Figure,1,2,0,0,0,0,0,0,0,15,Afternoon,,,,
588,18/04/2015,Aden,Khor Maksar,Al-Aaqil junction,Pro-Houthi forces,Military_Security_Target,Forces,1,1,0,0,0,0,0,0,0,16,Afternoon,,,,
589,18/04/2015,Aden,Crater,Aden Hospital rounabout,Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,18,Evening,,,,
590,18/04/2015,Aden,Crater,Entarnce of Sayrah coast,Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,18,Evening,,,,
591,18/04/2015,Aden,Khor Maksar,Al-Areesh,Sun Shine Hotel,Economic_infrastructure,Private business,1,2,0,0,0,0,0,0,0,19,Evening,,,,
592,18/04/2015,Aden,Khor Maksar,Al-Areesh (Al-Rihab rounabout),Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,19,Evening,,,,
593,18/04/2015,Hajja,Abs,-,Farm,Economic_infrastructure,Farms,1,2,0,0,0,0,0,0,0,9,Morning,,,,
594,18/04/2015,Lahj,Tuban,Sabir,Storage Unit,Economic_infrastructure,Private business,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
595,18/04/2015,Lahj,Al-Musyamir,Jawl Madram,Jawl Madram Bridge,Infrastructure,Transport,1,2,0,0,0,0,0,0,0,unkn,Midday,,,,
596,18/04/2015,Lahj,Tuban,Al-Wahat,Farm ,Economic_infrastructure,Farms,1,2,0,0,0,0,0,0,0,13,Midday,,,,
597,18/04/2015,Lahj,Al-Musyamir,-,Labozah Military Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,16,Afternoon,,,,
598,18/04/2015,Marib,Majzar,Mas,Mas Military Camp,Military_Security_Target,Military Site,1,5,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
599,18/04/2015,Marib,Sirwah,Haylan Mountain,Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,16,Afternoon,,,,
600,18/04/2015,Saada,Sihar,Bani Mua'adh,Al-Khafji Qat market ,Civilian,Market place,1,2,10,3,1,2,7,0,2,8,Morning,,,,
601,18/04/2015,Saada,Sa'ada,-,Othman Market,Civilian,Market place,1,2,0,0,0,0,0,0,0,17,Afternoon,,,,
602,18/04/2015,Saada,Sa'ada,-,Bin Salman street,Infrastructure,Transport,1,2,0,0,0,0,0,0,0,17,Afternoon,,,,
603,18/04/2015,Saada,Sa'ada,The City,OXFAM Aid Storage Unit,international_community,INGOs,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
604,18/04/2015,Taiz,Salah,Al-Kamb,Republican Palace,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
605,18/04/2015,Taiz,Salah,Al-Kamb,SSF Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
606,19/04/2015,Aden,Khor Maksar,-,Clothes storage unit,Economic_infrastructure,Private business,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
607,19/04/2015,Aden,Khor Maksar,-,Aden Airport,Infrastructure,Transport,1,2,0,0,0,0,0,0,0,19,Evening,,,,
608,19/04/2015,Aden,Khor Maksar,Al-Sawlaban,SSF Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,19,Evening,,,,
609,19/04/2015,Aden,Dar Sa'ad,-,Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,19,Evening,,,,
610,19/04/2015,Aden,Khor Maksar,-,Aden Airport,Infrastructure,Transport,1,2,0,0,0,0,0,0,0,24,Night,,,,
611,19/04/2015,Aden,Dar Sa'ad,Al-Ribat,Al-Wisam hotel,Economic_infrastructure,Private business,1,1,0,0,0,0,0,0,0,24,Night,,,,
612,19/04/2015,Dhalie,Al-Dhalie,The City,33rd Armoured Brigade,Military_Security_Target,Military Site,1,11,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
613,19/04/2015,Dhalie,Al-Dhalie,Al-Sawda'a Mountain,Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
614,19/04/2015,Dhalie,Al-Dhalie,"Al-Kharbah, Al-Sawda'a",Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,24,Night,,,,
615,19/04/2015,Saada,Majz,Dhahyan,Residential Area,Civilian,Residential Area,1,5,0,0,0,0,0,0,0,18,Evening,,,,
616,19/04/2015,Saada,Al-Dhaher,Al-Minzalah,Residential Area,Civilian,Residential Area,1,9,10,5,0,0,5,0,0,22,Evening,,,,
617,19/04/2015,Saada,Sihar,Al-Talh junction,Al-Qahm fuel station,Economic_infrastructure,Oil & Gas,1,2,8,1,0,0,7,0,0,22,Evening,,,,
618,19/04/2015,Taiz,Salah,Al-Kamb,SSF Camp,Military_Security_Target,Military Site,1,4,0,0,0,0,0,0,0,2,Early-Morning,,,,
619,19/04/2015,Taiz,Salah,Al-Kamb,Republican Palace,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,2,Early-Morning,,,,
620,19/04/2015,Taiz,Al-Mudhaffar,Beer Basha,Al-Saqr Club,Infrastructure,Sport Facility,1,1,0,0,0,0,0,0,0,2,Early-Morning,,,,
621,19/04/2015,Taiz,Al-Mudhaffar,-,PSO,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
622,19/04/2015,Taiz,Al-Taiziyah,Al-Janad,22nd Armoured Brigade,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,unkn,Early-Morning,,,,
623,19/04/2015,Taiz,Salah,Al-Kamb,SSF Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,8,Morning,,,,
624,19/04/2015,Taiz,Al-Mudhaffar,-,Old Airport,Infrastructure,Transport,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
625,19/04/2015,Taiz,Al-Mudhaffar,Beer Basha,Al-Saqr Club,Infrastructure,Sport facility,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
626,19/04/2015,Taiz,Salah,Al-Kamb,22nd Presidential Guards Brigade,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,18,Evening,,,,
627,20/04/2015,Capital,,,House (reportedly belonging to former governor of Sa'ada Faris Manna'a),Political_Tribal,Figure,1,1,0,0,0,0,0,0,0,unkn,Midday,,,,
628,20/04/2015,Capital,,-,National food corporation,Economic_infrastructure,Food (storage/transportation),1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
629,20/04/2015,Capital,Al-Sab'ein,Beirut street,Sudanese embassy,international_community,Diplomatic Mission,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
630,20/04/2015,Capital,Al-Sab'ein,Faj Attan,Yemen Today TV channel Building,Economic_infrastructure,Private business,1,2,14,4,0,0,10,0,0,unkn,Unknown,,,,
631,20/04/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,1,1,734,87,2,6,647,0,0,10,Midday,,,,
632,20/04/2015,Aden,Khor Maksar,-,Aden Airport,Infrastructure,Transport,1,2,10,5,0,0,5,0,0,unkn,Unknown,,,,
633,20/04/2015,Aden,Crater,Hadeed mountain,Pro-Houthi forces,Military_Security_Target,Forces,1,2,10,5,0,0,5,0,0,unkn,Unknown,,,,
634,20/04/2015,Aden,,-,Joma'an trade and investment company,Economic_infrastructure,Private business,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
635,20/04/2015,Aden,,-,Al-Awzari tarde and contracting company,Economic_infrastructure,Private business,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
636,20/04/2015,Bayda,Mukayras,Thurah,Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
637,20/04/2015,Dhalie,Al-Dhalie,"Al-Jarba'a, Al-Khazzan",Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
638,20/04/2015,Hudaydah,Al-Hudaydah City,Al-Daowar,Building near Al-Krown hotel,Civilian,Residential Area,1,3,0,0,0,0,0,0,0,17,Afternoon,,,,
639,20/04/2015,Hudaydah,Al-Durayhimi,Al-Jabbanah,Air Force Base (67th Aviation Brigade),Military_Security_Target,Weapon Storage,1,3,0,0,0,0,0,0,0,unkn,Afternoon,,,,
640,20/04/2015,Hudaydah,Al-Hawak,-,"House (reportedly belonging to Fawaz Al-Dhabry, head of Ali-Mohsin office)",Political_Tribal,Figure,1,1,6,2,0,0,4,0,0,unkn,Unknown,,,,
641,20/04/2015,Lahj,Tuban,Al-Wahat,Al-Shawkani shool,Educational_facility,School,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
642,20/04/2015,Lahj,,-,Al-Swaidi cables company,Economic_infrastructure,Private business,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
643,20/04/2015,Lahj,Tuban,Sabir,House (reportedly belonging to the seretary general of the local council Ali Haydarah),Political_Tribal,Figure,1,1,1,0,0,0,1,0,1,24,Night,,,,
644,20/04/2015,Saada,Sa'ada,The City,Storage Unit,Economic_infrastructure,Private business,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
645,20/04/2015,Shabwa,Usaylan,-,Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
646,21/04/2015,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,23,Night,,,,
647,21/04/2015,Sanaa,Hamdan,Dhila'a,Al-Estiqbal Military Camp,Military_Security_Target,Military Site,1,3,0,0,0,0,0,0,0,1,Morning,,,,
648,21/04/2015,Sanaa,Hamdan,Shamlan,Air Defence Military Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,10,Midday,,,,
649,21/04/2015,Sanaa,Hamdan,Al-Ghawth,Residential Area,Civilian,Residential Area,1,2,10,5,0,0,5,0,0,10,Midday,,,,
650,21/04/2015,Sanaa,Manakhah,The City,Technical institute,Educational_facility,Institute,1,3,5,0,0,0,5,0,0,unkn,Midday,,,,
651,21/04/2015,Sanaa,Manakhah,Bani Khattan,Khayshan mountain,Unknown,Unknown,1,2,0,0,0,0,0,0,0,unkn,Midday,,,,
652,21/04/2015,Sanaa,Hamdan,Dhila'a,Al-Estiqbal Military Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,22,Night,,,,
653,21/04/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,22,Night,,,,
654,21/04/2015,Abyan,Zinjibar,The City,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,unkn,Night,,,,
655,21/04/2015,Abyan,Khanfir,Shaqrah,Unknown,Unknown,Unknown,1,2,0,0,0,0,0,0,0,unkn,Night,,,,
656,21/04/2015,Dhalie,Al-Dhalie,The City,33rd Armoured Brigade,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
657,21/04/2015,Dhalie,Al-Dhalie,Al-Sawda'a,Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
658,21/04/2015,Dhalie,Al-Dhalie,Al-Hayaz Mountain,Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
659,21/04/2015,Dhalie,Al-Dhalie,-,Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,24,Night,,,,
660,21/04/2015,Hajja,Harad,The City,Security HQ,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,3,Early-Morning,,,,
661,21/04/2015,Hajja,Harad,The City,Dhiafco restaurant,Economic_infrastructure,Private business,1,2,0,0,0,0,0,0,0,3,Early-Morning,,,,
662,21/04/2015,Hajja,Harad,The City,Telecommunications Towers,Infrastructure,Communication,1,2,85,15,0,0,70,0,0,3,Early-Morning,,,,
663,21/04/2015,Hajja,Harad,The City,Police building,Military_Security_Target,Military Site,1,1,0,0,0,0,0,0,0,3,Early-Morning,,,,
664,21/04/2015,Hajja,Harad,-,Al-Ryadh hotel,Economic_infrastructure,Private business,1,2,30,20,0,0,10,0,0,unkn,Midday,,,,
665,21/04/2015,Hajja,Midi,-,Midi port,Infrastructure,Transport,1,2,0,0,0,0,0,0,0,unkn,Night,,,,
666,21/04/2015,Ibb,Al-Makhader,Al-Dalil,Bridge,Infrastructure,Transport,1,1,110,40,0,0,70,0,0,10,Midday,,,,
667,21/04/2015,Saada,Sihar,"Al-Oqlah, Farwah Al-Sawad",Residential Area,Civilian,Residential Area,1,2,14,0,0,0,14,0,0,unkn,Unknown,,,,
668,21/04/2015,Saada,Shada'a,Al-Mahadher,Residential Area,Civilian,Residential Area,1,2,5,5,2,1,0,0,0,unkn,Unknown,,,,
669,21/04/2015,Saada,Sa'ada,The City,Public Administration of Telecommunications,Infrastructure,Communication,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
670,21/04/2015,Saada,Sa'ada,The City,Governmental Compound,Infrastructure,Gov. compounds,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
671,21/04/2015,Shabwa,Usaylan,-,Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
672,21/04/2015,Shabwa,Ataq,-,25th Mechanized Infantry Brigade,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,16,Afternoon,,,,
673,21/04/2015,Taiz,Salah,Al-Kamb,SSF Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,unkn,Morning,,,,
674,21/04/2015,Capital,Al-Sab'ein,Faj Attan,Civilian houses,Civilian,Residential Area,1,2,140,20,0,0,120,0,0,unkn,Unknown,,,,
675,22/04/2015,Aden,Khor Maksar,"Al-Sawlaban, Al-Aressh",Pro-Houthi forces,Military_Security_Target,Forces,1,2,0,0,0,0,0,0,0,unkn,Midday,,,,
676,22/04/2015,Aden,Khor Maksar,-,Aden Airport,Infrastructure,Transport,1,2,0,0,0,0,0,0,0,unkn,Unknown,,,,
677,22/04/2015,Lahj,Tuban,Al-Wahat,"Farms (belonging to a person named, Saif Jahis)",Economic_infrastructure,Farms,1,1,0,0,0,0,0,0,0,14,Midday,,,,
678,22/04/2015,Lahj,Tuban,Al-Wahat,School,Educational_facility,School,1,2,10,5,0,0,5,0,0,unkn,Unknown,,,,
679,22/04/2015,Lahj,Tuban,Al-Fioush,Pro-Houthi forces,Military_Security_Target,Forces,1,1,0,0,0,0,0,0,0,unkn,Unknown,,,,
680,22/04/2015,Taiz,Al-Mudhaffar,-,35th Armoured Brigade,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,9,Morning,,,,
681,22/04/2015,Taiz,Al-Mudhaffar,-,35th Armoured Brigade,Military_Security_Target,Military Site,1,5,0,0,0,0,0,0,0,22,Night,,,,
682,22/04/2015,Taiz,Al-Mudhaffar,Beer Basha,Al-Saqr club,Infrastructure,Sport facility,1,2,0,0,0,0,0,0,0,unkn,Night,,,,
683,23/04/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,1,Early-Morning,,,,
684,23/04/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,1,2,0,0,0,0,0,0,0,1,Early-Morning,,,,
685,23/04/2015,Aden,Khor Maksar,Al-Aressh,Hotel,Economic_infrastructure,Private business,1,2,0,0,0,0,0,0,0,1,Early-Morning,,,,
